region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
US,2v2,55286350,Babespoon,Nightslayer,Alliance,Druid,Restoration,Night Elf,2572,162,187,112,63
US,2v2,73927508,Dotrinket,Nightslayer,Alliance,Rogue,Subtlety,Human,2569,163,504,460,52
EU,2v2,54327699,Virixx,Spineshatter,Alliance,Mage,Frost,Gnome,2562,652,195,153,56
US,2v2,70178994,Arianan,Nightslayer,Alliance,Rogue,Subtlety,Human,2554,173,596,497,55
US,2v2,73884645,Bigprøblem,Nightslayer,Alliance,Rogue,Subtlety,Human,2549,178,359,318,53
US,2v2,77319296,Xnubz,Nightslayer,Alliance,Priest,Discipline,Dwarf,2541,190,59,29,67
US,2v2,72229644,Farmerfredw,Nightslayer,Alliance,Warrior,Arms,Gnome,2540,194,325,282,54
US,2v2,72628962,Runfromfear,Nightslayer,Alliance,Druid,Restoration,Night Elf,2536,204,594,522,53
US,2v2,74089666,Eonz,Nightslayer,Alliance,Rogue,Subtlety,Human,2534,209,646,591,52
US,2v2,73959884,Darkhats,Nightslayer,Alliance,Warlock,Demonology,Human,2529,220,857,785,52
US,2v2,68215440,Meemawmendy,Nightslayer,Alliance,Druid,Feral Combat,Night Elf,2527,226,317,290,52
US,2v2,72423111,Penzoid,Nightslayer,Alliance,Rogue,Subtlety,Human,2521,235,272,247,52
US,2v2,68094518,Nesaj,Nightslayer,Horde,Warrior,Fury,Orc,2518,242,164,100,62
US,2v2,73033109,Duelist,Nightslayer,Alliance,Warlock,Affliction,Gnome,2515,251,404,322,56
US,2v2,59353082,Lowkirkryo,Nightslayer,Alliance,Priest,Discipline,Dwarf,2513,263,203,170,54
EU,2v2,51854575,Spottrog,Spineshatter,Horde,Rogue,Subtlety,Undead,2511,687,964,861,53
US,2v2,55171635,Parryshilton,Nightslayer,Alliance,Warrior,Arms,Human,2509,283,194,169,53
US,2v2,65704505,Tree,Nightslayer,Alliance,Druid,Restoration,Night Elf,2509,283,130,99,57
EU,2v2,46048353,Jinzy,Spineshatter,Alliance,Priest,Discipline,Dwarf,2507,691,354,264,57
EU,3v3,55074231,Cowskiy,Spineshatter,Horde,Warrior,Arms,Tauren,2507,81,192,152,56
US,2v2,55955189,Olinimx,Nightslayer,Alliance,Rogue,Combat,Human,2507,298,433,381,53
EU,2v2,42724525,Àzx,Spineshatter,Alliance,Mage,Frost,Gnome,2506,692,86,11,89
US,2v2,63532399,Slaminator,Nightslayer,Alliance,Warrior,Arms,Gnome,2504,320,153,100,60
US,2v2,69865049,Ginu,Nightslayer,Horde,Priest,Discipline,Undead,2502,324,318,280,53
US,2v2,72542186,Brokeboy,Nightslayer,Alliance,Rogue,Subtlety,Human,2500,344,334,341,49
US,2v2,72892497,Sebgo,Nightslayer,Alliance,Druid,Restoration,Night Elf,2498,358,765,564,58
US,3v3,72489327,Tieriaede,Nightslayer,Alliance,Priest,Holy,Dwarf,2498,13,71,14,84
EU,2v2,56078053,Andå,Spineshatter,Alliance,Rogue,Subtlety,Human,2495,701,271,181,60
US,2v2,53886150,Bronco,Nightslayer,Horde,Warlock,Demonology,Orc,2493,405,341,197,63
EU,2v2,46246923,Yepso,Spineshatter,Horde,Druid,Feral Combat,Tauren,2491,705,382,341,53
US,2v2,69971322,Lyroo,Nightslayer,Alliance,Rogue,Subtlety,Human,2485,436,1039,1028,50
US,2v2,77198836,Svetozarov,Nightslayer,Horde,Druid,Restoration,Tauren,2484,442,275,201,58
EU,2v2,56967404,Tastemybolt,Spineshatter,Horde,Warlock,Demonology,Orc,2482,715,78,51,60
US,2v2,74224166,Gentlehugz,Nightslayer,Alliance,Druid,Restoration,Night Elf,2482,446,307,254,55
EU,3v3,54188820,Dîm,Spineshatter,Horde,Priest,Discipline,Undead,2481,91,183,138,57
US,2v2,74163400,Neosanjones,Nightslayer,Alliance,Rogue,Subtlety,Human,2481,447,262,244,52
EU,3v3,42708182,Waraxe,Spineshatter,Horde,Warrior,Arms,Orc,2477,93,194,110,64
EU,2v2,43599014,Oriüs,Spineshatter,Horde,Druid,Restoration,Tauren,2476,721,486,450,52
US,2v2,66624755,Learinghard,Nightslayer,Horde,Rogue,Subtlety,Undead,2470,461,146,120,55
EU,2v2,43077799,Jnaza,Spineshatter,Horde,Rogue,Subtlety,Undead,2466,731,346,313,53
EU,3v3,43456506,Peterpastoor,Spineshatter,Alliance,Priest,Holy,Dwarf,2464,104,118,58,67
EU,5v5,48951794,Dandana,Spineshatter,Horde,Shaman,Restoration,Orc,2460,20,119,19,86
EU,3v3,52303925,Regaîn,Spineshatter,Horde,Rogue,Subtlety,Undead,2455,108,117,75,61
EU,2v2,43716567,Megawayne,Spineshatter,Alliance,Warlock,Demonology,Human,2447,759,274,235,54
EU,2v2,53691352,Causamortis,Spineshatter,Alliance,Priest,Discipline,Dwarf,2447,759,276,238,54
EU,5v5,51848276,Goztrak,Spineshatter,Horde,Shaman,Restoration,Orc,2439,35,165,97,63
EU,5v5,48109102,Aktiv,Spineshatter,Horde,Shaman,Restoration,Orc,2433,45,218,166,57
EU,2v2,57190073,Accuntwo,Spineshatter,Horde,Priest,Discipline,Troll,2425,794,275,268,51
EU,3v3,43250023,Djevz,Spineshatter,Horde,Rogue,Subtlety,Undead,2421,137,384,324,54
EU,3v3,52853668,Zvyk,Spineshatter,Alliance,Warlock,Destruction,Human,2420,142,346,327,51
US,2v2,73015916,Nothozito,Nightslayer,Alliance,Priest,Discipline,Dwarf,2420,497,1004,803,56
EU,2v2,43878938,Aoeandy,Spineshatter,Horde,Mage,Arcane,Undead,2419,807,1721,1660,51
EU,2v2,43709557,Kju,Spineshatter,Horde,Rogue,Combat,Undead,2419,807,1646,1585,51
US,3v3,74246996,Moopzy,Nightslayer,Alliance,Mage,Frost,Human,2416,59,224,121,65
EU,2v2,53748858,Topdíff,Spineshatter,Horde,Warlock,Demonology,Orc,2414,825,142,101,58
EU,3v3,54121686,Draylan,Spineshatter,Horde,Rogue,Subtlety,Undead,2412,146,164,115,59
EU,3v3,42864107,Dymo,Spineshatter,Horde,,,,2404,158,231,147,61
EU,3v3,47639181,Épuisé,Spineshatter,Horde,Druid,Restoration,Tauren,2403,161,139,76,65
US,3v3,66799049,Widelatlarry,Nightslayer,Alliance,Mage,Frost,Gnome,2403,67,218,156,58
EU,3v3,44927801,Soully,Spineshatter,Horde,Warrior,Fury,Orc,2402,163,105,70,60
EU,3v3,55945699,Rovr,Spineshatter,Horde,Rogue,Subtlety,Undead,2401,176,131,78,63
EU,2v2,43846696,Frankblack,Spineshatter,Horde,Rogue,Subtlety,Undead,2399,857,787,743,51
EU,3v3,52358136,Liruat,Spineshatter,Horde,Shaman,Enhancement,Tauren,2399,181,165,118,58
EU,2v2,43482892,Zxi,Spineshatter,Horde,Rogue,Combat,Undead,2395,868,372,336,53
EU,5v5,51517425,Avizura,Spineshatter,Alliance,,,,2393,101,101,11,90
EU,2v2,56756932,Mdr,Spineshatter,Horde,Warrior,Arms,Orc,2392,874,302,249,55
EU,3v3,54149882,Jojozx,Spineshatter,Alliance,Druid,Restoration,Night Elf,2392,190,106,66,62
EU,2v2,48446316,Momohw,Spineshatter,Horde,Warrior,Fury,Tauren,2391,878,64,29,69
EU,3v3,56416661,Tnr,Spineshatter,Alliance,,,,2383,208,272,233,54
US,2v2,72173647,Unbless,Nightslayer,Alliance,Priest,Discipline,Dwarf,2383,535,907,734,55
US,2v2,73833320,Limity,Nightslayer,Horde,Warlock,Demonology,Undead,2383,535,70,51,58
US,2v2,65496648,Heyitsjoe,Nightslayer,Alliance,Warrior,Arms,Human,2382,538,151,147,51
EU,3v3,45157640,Raveonette,Spineshatter,Alliance,,,,2377,222,110,95,54
EU,3v3,46479210,Fatigué,Spineshatter,Horde,Priest,Discipline,Undead,2375,229,208,165,56
EU,3v3,49307922,Rgg,Spineshatter,Horde,Rogue,Subtlety,Undead,2371,236,82,58,59
EU,3v3,43095073,Hugebull,Spineshatter,Horde,Warrior,Arms,Tauren,2369,243,147,105,58
EU,3v3,55725403,Kházadum,Spineshatter,Alliance,Warrior,Arms,Dwarf,2367,253,252,195,56
EU,3v3,54854818,Bearwîthme,Spineshatter,Alliance,Druid,Restoration,Night Elf,2359,275,80,62,56
US,5v5,69922465,Slemmyx,Nightslayer,Alliance,Warlock,Demonology,Human,2358,15,79,8,91
US,2v2,72915528,Baekho,Nightslayer,Alliance,Mage,Frost,Gnome,2354,560,843,690,55
EU,2v2,42823129,Fcbarca,Spineshatter,Horde,Druid,Restoration,Tauren,2353,953,260,226,53
EU,3v3,47766557,Perramalvada,Spineshatter,Horde,Shaman,Enhancement,Orc,2352,313,303,281,52
EU,3v3,49332817,Doñpedro,Spineshatter,Horde,Shaman,Enhancement,Orc,2351,318,99,81,55
EU,3v3,43360175,Mugik,Spineshatter,Alliance,Druid,Feral Combat,Night Elf,2350,321,98,66,60
US,3v3,69448951,Xysha,Nightslayer,Alliance,,,,2337,110,188,73,72
US,5v5,77335327,Seíya,Nightslayer,Alliance,Priest,Discipline,Dwarf,2328,36,101,11,90
US,5v5,53828239,Alwaysresist,Nightslayer,Alliance,Mage,Frost,Gnome,2326,42,94,54,64
US,5v5,74261543,Makyoon,Nightslayer,Alliance,Shaman,Restoration,Draenei,2321,55,332,131,72
US,3v3,59408504,Angríst,Nightslayer,Alliance,Rogue,Subtlety,Human,2316,136,118,63,65
US,3v3,73361474,Vèév,Nightslayer,Alliance,Priest,Discipline,Dwarf,2302,160,223,168,57
EU,5v5,42684122,Místerpwns,Spineshatter,Horde,Shaman,Restoration,Orc,2296,115,159,42,79
US,3v3,74483484,Bpdgripx,Nightslayer,Alliance,Rogue,Subtlety,Human,2291,178,46,20,70
EU,3v3,52983921,Antihumanx,Spineshatter,Alliance,Rogue,Subtlety,Human,2290,423,57,25,70
EU,3v3,52940192,Mametkala,Spineshatter,Horde,Mage,Frost,Undead,2289,426,227,194,54
US,3v3,62193002,Backshotterx,Dreamscythe,Alliance,Rogue,Subtlety,Human,2287,186,231,178,56
EU,5v5,45193594,Crunchyfrog,Spineshatter,Horde,Shaman,Restoration,Orc,2275,133,168,124,58
US,2v2,74309559,Lurkerbelow,Nightslayer,Alliance,Warlock,Demonology,Gnome,2271,672,168,139,55
EU,5v5,46892125,Dadax,Spineshatter,Horde,Druid,Restoration,Tauren,2270,138,74,16,82
EU,2v2,44766653,Vekin,Spineshatter,Alliance,Warrior,Arms,Dwarf,2268,1161,321,270,54
EU,2v2,42603911,Deeznoots,Spineshatter,Alliance,Paladin,Holy,Dwarf,2267,1163,241,210,53
US,3v3,75085416,Glponebaddie,Nightslayer,Alliance,Priest,Discipline,Dwarf,2266,239,63,33,66
EU,2v2,51319340,Dudubambam,Spineshatter,Horde,Druid,Restoration,Tauren,2264,1170,563,409,58
EU,5v5,42809253,Chabã,Spineshatter,Horde,,,,2264,146,208,153,58
EU,3v3,55517721,Mamontgame,Spineshatter,Alliance,Shaman,Enhancement,Draenei,2258,457,484,361,57
US,2v2,54483387,Lilshew,Nightslayer,Alliance,Warrior,Arms,Gnome,2249,699,161,132,55
EU,3v3,54079579,Crepa,Spineshatter,Alliance,Warrior,Arms,Gnome,2241,471,558,428,57
EU,5v5,52176995,Soullys,Spineshatter,Horde,Shaman,Elemental,Orc,2234,210,111,81,58
EU,5v5,57040455,Amenora,Spineshatter,Horde,Hunter,Beast Mastery,Orc,2232,215,100,74,57
EU,3v3,51156046,Sunders,Thunderstrike,Alliance,Warrior,Fury,Human,2227,502,77,61,56
EU,3v3,74852286,Briseliane,Thunderstrike,Alliance,Druid,Restoration,Night Elf,2227,502,77,61,56
EU,5v5,52195089,Umog,Spineshatter,Horde,Shaman,Elemental,Troll,2226,229,235,176,57
US,3v3,77004825,Sebggo,Nightslayer,Horde,Druid,Restoration,Tauren,2223,345,95,60,61
US,3v3,77117405,Vavou,Nightslayer,Alliance,,,,2223,345,138,63,69
US,2v2,77436104,Duelistw,Nightslayer,Alliance,Warlock,Demonology,Gnome,2221,760,253,198,56
EU,5v5,57325344,Akashai,Spineshatter,Horde,Hunter,Beast Mastery,Orc,2219,275,89,56,61
EU,5v5,48962763,Gøxy,Spineshatter,Horde,Warlock,Demonology,Orc,2218,278,172,130,57
EU,5v5,49327835,Qttr,Spineshatter,Horde,Shaman,Restoration,Orc,2216,290,175,135,56
EU,2v2,48345853,Insômniâx,Spineshatter,Horde,Mage,Frost,Troll,2215,1349,178,170,51
EU,5v5,49322860,Balkandiddy,Spineshatter,Horde,Shaman,Enhancement,Orc,2209,369,87,26,77
EU,5v5,57265049,Nffx,Spineshatter,Horde,Paladin,Retribution,Blood Elf,2209,369,87,59,60
EU,5v5,57003650,Pinetamams,Spineshatter,Horde,Warrior,Arms,Orc,2207,393,82,50,62
EU,2v2,44385344,Skvirtusha,Spineshatter,Alliance,Mage,Frost,Gnome,2200,1432,127,105,55
EU,5v5,43574638,Itsmaxim,Spineshatter,Horde,Mage,Arcane,Troll,2200,453,387,274,59
US,2v2,73080837,Siboteman,Nightslayer,Alliance,Rogue,Subtlety,Human,2197,810,457,427,52
EU,2v2,57095187,Bimbamboomer,Spineshatter,Horde,Rogue,Subtlety,Undead,2196,1455,91,68,57
EU,5v5,42789760,Zeteba,Spineshatter,Alliance,Priest,Discipline,Dwarf,2194,509,94,65,59
EU,3v3,53754721,Acontresens,Spineshatter,Horde,Druid,Restoration,Tauren,2192,558,214,162,57
EU,5v5,53713459,Allthispower,Spineshatter,Alliance,Shaman,Restoration,Draenei,2192,544,275,215,56
EU,5v5,53878999,Buinogolova,Spineshatter,Horde,Hunter,Beast Mastery,Orc,2192,544,126,79,61
EU,5v5,49697523,Purdex,Spineshatter,Alliance,Paladin,Protection,Dwarf,2192,544,164,133,55
EU,5v5,53071617,Insomniax,Spineshatter,Horde,Mage,Arcane,Undead,2192,544,231,141,62
EU,3v3,46173935,Synbad,Spineshatter,Alliance,,,,2190,567,260,237,52
US,3v3,64219862,Hukah,Nightslayer,Horde,Warrior,Fury,Orc,2189,397,236,163,59
EU,5v5,53928292,Dâzzle,Spineshatter,Horde,Priest,Discipline,Troll,2188,591,141,124,53
EU,5v5,46768138,Barfalot,Spineshatter,Horde,Warrior,Fury,Orc,2179,616,58,43,57
US,5v5,78103409,Slemmÿ,Nightslayer,Horde,Warlock,Demonology,Orc,2172,157,40,13,75
EU,5v5,54049166,Xzevi,Spineshatter,Horde,Rogue,Subtlety,Undead,2164,640,43,9,83
US,5v5,74295097,Edshearan,Nightslayer,Alliance,Shaman,Restoration,Draenei,2156,206,167,126,57
EU,5v5,43885812,Miswaki,Spineshatter,Horde,Mage,Arcane,Undead,2151,653,157,91,63
EU,5v5,52615941,Grågås,Spineshatter,Horde,Druid,Restoration,Tauren,2146,661,54,25,68
EU,5v5,43654083,Mypa,Spineshatter,Horde,Shaman,Restoration,Orc,2146,661,150,139,52
US,5v5,75425688,Schmoopsypoo,Nightslayer,Alliance,Shaman,Restoration,Draenei,2145,271,124,101,55
EU,5v5,52580464,Soullyr,Spineshatter,Horde,Rogue,Combat,Undead,2144,665,77,50,61
US,2v2,54585915,Ampedz,Nightslayer,Alliance,Hunter,Beast Mastery,Dwarf,2140,971,141,120,54
US,5v5,67789477,Buriza,Nightslayer,Horde,Warrior,Fury,Orc,2136,336,393,304,56
US,5v5,74448174,Kinkyssham,Nightslayer,Horde,,,,2133,363,192,143,57
US,5v5,54099959,Erpaderp,Nightslayer,Horde,Warrior,Arms,Orc,2133,363,203,139,59
EU,5v5,55894763,Kumaushi,Spineshatter,Horde,Druid,Feral Combat,Tauren,2132,687,52,30,63
US,5v5,62502477,Zanyuu,Nightslayer,Horde,Warrior,Arms,Orc,2132,373,218,166,57
EU,3v3,51172891,Accunxd,Spineshatter,Horde,Priest,Discipline,Undead,2129,686,375,352,52
US,3v3,68696526,Zerñ,Nightslayer,Horde,,,,2129,479,161,106,60
US,5v5,54056642,Limitym,Nightslayer,Horde,Mage,Frost,Undead,2127,431,71,55,56
EU,2v2,57134104,Ratal,Spineshatter,Horde,Druid,Restoration,Tauren,2117,1851,223,208,52
EU,5v5,52845240,Massai,Spineshatter,Horde,Hunter,Beast Mastery,Orc,2114,704,199,152,57
US,2v2,57957587,Laclapbombx,Nightslayer,Alliance,Rogue,Subtlety,Human,2101,1145,272,249,52
US,5v5,58378408,Shortwoman,Nightslayer,Alliance,Warrior,Arms,Gnome,2080,519,81,70,54
US,3v3,55132317,Mis,Nightslayer,Alliance,,,,2054,686,228,194,54
US,5v5,72911438,Shozzam,Nightslayer,Alliance,Shaman,Restoration,Draenei,2054,554,312,255,55
EU,3v3,57142372,Nasdaqlord,Spineshatter,Alliance,,,,2044,1063,206,148,58
US,2v2,58319549,Blueshew,Nightslayer,Alliance,Mage,Arcane,Gnome,2037,1434,137,118,54
US,3v3,55528354,Olinim,Nightslayer,Horde,Rogue,Combat,Undead,2021,793,42,13,76
EU,3v3,50279723,Aktivxr,Spineshatter,Alliance,Rogue,Subtlety,Human,2017,1206,179,158,53
US,2v2,72705277,Pisser,Nightslayer,Alliance,Rogue,Subtlety,Human,2016,1572,118,107,52
EU,2v2,56749784,Rockybalboà,Spineshatter,Horde,Shaman,Restoration,Orc,2009,2961,223,166,57
EU,3v3,43596395,Jezuspewpew,Spineshatter,Horde,Priest,Holy,Undead,2009,1293,37,24,61
US,2v2,72840375,Gingerbunny,Nightslayer,Horde,Warrior,Arms,Orc,2007,1691,582,533,52
EU,3v3,52134086,Momohwlk,Spineshatter,Horde,Warlock,Affliction,Orc,2002,1384,70,44,61
EU,2v2,42614957,Aci,Spineshatter,Horde,Rogue,Combat,Undead,1998,3399,172,126,58
EU,2v2,52329165,Dirtyleoboi,Spineshatter,Horde,Druid,Restoration,Tauren,1997,3408,145,125,54
EU,3v3,42613243,Momoh,Spineshatter,Horde,Priest,Discipline,Undead,1972,1610,32,15,68
US,2v2,61640459,Gayeric,Nightslayer,Alliance,Mage,Frost,Human,1959,2095,105,77,58
US,5v5,74214203,Wfbop,Nightslayer,Alliance,Shaman,Restoration,Draenei,1955,900,161,124,56
EU,2v2,57477906,Rajangx,Spineshatter,Horde,Druid,Restoration,Tauren,1948,3835,314,280,53
EU,3v3,54369004,Yunkie,Spineshatter,Horde,Priest,Discipline,Undead,1934,1916,196,158,55
EU,5v5,47707721,Kjusham,Spineshatter,Horde,Shaman,Restoration,Orc,1931,1617,152,144,51
US,5v5,74128895,Yallatbc,Nightslayer,Horde,Priest,Discipline,Undead,1927,1075,139,124,53
US,5v5,57937543,Nystine,Nightslayer,Horde,Mage,Arcane,Undead,1926,1086,136,122,53
EU,5v5,54154066,Habachamp,Spineshatter,Horde,Rogue,Subtlety,Undead,1917,1751,28,15,65
EU,3v3,54914256,Angelsigh,Spineshatter,Alliance,Priest,Discipline,Dwarf,1914,2070,34,25,58
EU,2v2,46087129,Sigmabot,Spineshatter,Horde,Warlock,Affliction,Undead,1909,4203,161,149,52
EU,5v5,53881996,Aktivxpr,Spineshatter,Alliance,Priest,Discipline,Dwarf,1866,2421,166,162,51
EU,5v5,56751905,Totemdonkey,Spineshatter,Horde,Shaman,Restoration,Orc,1863,2459,43,25,63
US,5v5,60796281,Olinimxo,Nightslayer,Alliance,Priest,Discipline,Dwarf,1843,1898,118,79,60
US,2v2,64036039,Dpsbotp,Nightslayer,Alliance,Priest,Discipline,Dwarf,1836,3089,180,139,56
US,5v5,73017911,Slugjizz,Nightslayer,Alliance,Shaman,Restoration,Draenei,1800,2613,154,134,53
US,3v3,74487117,Dpsbotsh,Nightslayer,Alliance,Shaman,Elemental,Draenei,1785,2559,43,34,56
EU,5v5,54863541,Bckstrboy,Spineshatter,Horde,Paladin,Retribution,Blood Elf,1775,4354,18,13,58
US,3v3,76760286,Stunresx,Nightslayer,Horde,Warrior,Arms,Orc,1772,2730,15,6,71
US,5v5,74712037,Peklv,Nightslayer,Alliance,Paladin,Protection,Human,1756,3581,103,60,63
US,2v2,54041565,Worryfat,Nightslayer,Alliance,Hunter,Beast Mastery,Dwarf,1751,4136,48,33,59
US,3v3,72541865,Bubblegup,Nightslayer,Alliance,Druid,Restoration,Night Elf,1724,3507,45,41,52
US,3v3,74577864,Jondub,Nightslayer,Horde,Shaman,Restoration,Tauren,1702,4378,13,5,72
US,3v3,77584489,Uwuvu,Nightslayer,Horde,,,,1701,4440,15,5,75
US,3v3,78059966,Drislol,Nightslayer,Alliance,Rogue,Subtlety,Human,1701,4440,27,23,54
