region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
US,2v2,74137686,Rextko,Nightslayer,Horde,Paladin,Retribution,Blood Elf,2844,30,229,173,57
US,2v2,62185819,Pfdx,Nightslayer,Alliance,Warlock,Demonology,Human,2843,37,449,379,54
US,2v2,53714025,Dpsbot,Nightslayer,Alliance,Mage,Arcane,Gnome,2836,62,182,139,57
US,2v2,72924191,Swåcked,Nightslayer,Alliance,Rogue,Combat,Human,2832,72,1271,1023,55
US,2v2,64431042,Relyzw,Nightslayer,Alliance,Warrior,Arms,Gnome,2832,72,224,148,60
US,2v2,66268846,Bígsleepy,Nightslayer,Alliance,Rogue,Subtlety,Human,2831,76,667,568,54
US,2v2,72855418,Rivn,Nightslayer,Alliance,Warrior,Fury,Gnome,2828,79,319,261,55
US,2v2,67947904,Katycarried,Nightslayer,Alliance,Priest,Discipline,Dwarf,2762,88,207,149,58
US,2v2,73011999,Monsî,Nightslayer,Horde,Warlock,Demonology,Orc,2731,102,347,248,58
US,2v2,68094526,Sbur,Nightslayer,Horde,Druid,Restoration,Tauren,2730,103,199,149,57
US,2v2,56530164,Dpsbotwo,Nightslayer,Alliance,Mage,Frost,Gnome,2695,108,507,370,58
US,2v2,53886640,Shew,Nightslayer,Alliance,Rogue,Combat,Human,2608,131,405,349,54
US,2v2,62917742,Whiterosé,Dreamscythe,Alliance,Priest,Holy,Dwarf,2601,138,208,153,58
US,2v2,77387929,Subtleqt,Nightslayer,Horde,,,,2575,158,73,22,77
US,2v2,73112415,Drisix,Nightslayer,Horde,Rogue,Subtlety,Undead,2573,161,413,369,53
US,2v2,55286350,Babespoon,Nightslayer,Alliance,Druid,Restoration,Night Elf,2572,162,187,112,63
US,2v2,73927508,Dotrinket,Nightslayer,Alliance,Rogue,Subtlety,Human,2569,163,504,460,52
US,2v2,70178994,Arianan,Nightslayer,Alliance,Rogue,Subtlety,Human,2554,173,596,497,55
US,2v2,73884645,Bigprøblem,Nightslayer,Alliance,Rogue,Subtlety,Human,2549,178,359,318,53
US,2v2,77319296,Xnubz,Nightslayer,Alliance,Priest,Discipline,Dwarf,2541,190,59,29,67
US,2v2,72229644,Farmerfredw,Nightslayer,Alliance,Warrior,Arms,Gnome,2540,194,325,282,54
US,2v2,72628962,Runfromfear,Nightslayer,Alliance,Druid,Restoration,Night Elf,2536,204,594,522,53
US,2v2,74089666,Eonz,Nightslayer,Alliance,Rogue,Subtlety,Human,2534,209,646,591,52
US,2v2,73959884,Darkhats,Nightslayer,Alliance,Warlock,Demonology,Human,2529,220,857,785,52
US,2v2,68215440,Meemawmendy,Nightslayer,Alliance,Druid,Feral Combat,Night Elf,2527,226,317,290,52
US,2v2,72423111,Penzoid,Nightslayer,Alliance,Rogue,Subtlety,Human,2521,235,272,247,52
US,2v2,68094518,Nesaj,Nightslayer,Horde,Warrior,Fury,Orc,2518,242,164,100,62
US,2v2,73033109,Duelist,Nightslayer,Alliance,Warlock,Affliction,Gnome,2515,251,404,322,56
US,2v2,59353082,Lowkirkryo,Nightslayer,Alliance,Priest,Discipline,Dwarf,2513,263,203,170,54
US,2v2,55171635,Parryshilton,Nightslayer,Alliance,Warrior,Arms,Human,2509,283,194,169,53
US,2v2,65704505,Tree,Nightslayer,Alliance,Druid,Restoration,Night Elf,2509,283,130,99,57
US,2v2,55955189,Olinimx,Nightslayer,Alliance,Rogue,Combat,Human,2507,298,433,381,53
US,2v2,63532399,Slaminator,Nightslayer,Alliance,Warrior,Arms,Gnome,2504,320,153,100,60
US,2v2,69865049,Ginu,Nightslayer,Horde,Priest,Discipline,Undead,2502,324,318,280,53
US,2v2,72542186,Brokeboy,Nightslayer,Alliance,Rogue,Subtlety,Human,2500,344,334,341,49
US,2v2,72892497,Sebgo,Nightslayer,Alliance,Druid,Restoration,Night Elf,2498,358,765,564,58
US,2v2,53886150,Bronco,Nightslayer,Horde,Warlock,Demonology,Orc,2493,405,341,197,63
US,2v2,69971322,Lyroo,Nightslayer,Alliance,Rogue,Subtlety,Human,2485,436,1039,1028,50
US,2v2,77198836,Svetozarov,Nightslayer,Horde,Druid,Restoration,Tauren,2484,442,275,201,58
US,2v2,74224166,Gentlehugz,Nightslayer,Alliance,Druid,Restoration,Night Elf,2482,446,307,254,55
US,2v2,74163400,Neosanjones,Nightslayer,Alliance,Rogue,Subtlety,Human,2481,447,262,244,52
US,2v2,66624755,Learinghard,Nightslayer,Horde,Rogue,Subtlety,Undead,2470,461,146,120,55
US,2v2,73015916,Nothozito,Nightslayer,Alliance,Priest,Discipline,Dwarf,2420,497,1004,803,56
US,2v2,72173647,Unbless,Nightslayer,Alliance,Priest,Discipline,Dwarf,2383,535,907,734,55
US,2v2,73833320,Limity,Nightslayer,Horde,Warlock,Demonology,Undead,2383,535,70,51,58
US,2v2,65496648,Heyitsjoe,Nightslayer,Alliance,Warrior,Arms,Human,2382,538,151,147,51
US,2v2,72915528,Baekho,Nightslayer,Alliance,Mage,Frost,Gnome,2354,560,843,690,55
US,2v2,74309559,Lurkerbelow,Nightslayer,Alliance,Warlock,Demonology,Gnome,2271,672,168,139,55
US,2v2,53828239,Alwaysresist,Nightslayer,Alliance,Mage,Frost,Gnome,2252,693,578,517,53
US,2v2,54483387,Lilshew,Nightslayer,Alliance,Warrior,Arms,Gnome,2249,699,161,132,55
US,2v2,77436104,Duelistw,Nightslayer,Alliance,Warlock,Demonology,Gnome,2221,760,253,198,56
US,2v2,73080837,Siboteman,Nightslayer,Alliance,Rogue,Subtlety,Human,2197,810,457,427,52
US,2v2,62193002,Backshotterx,Dreamscythe,Alliance,Rogue,Subtlety,Human,2141,965,458,427,52
US,2v2,54585915,Ampedz,Nightslayer,Alliance,Hunter,Beast Mastery,Dwarf,2140,971,141,120,54
US,2v2,66799049,Widelatlarry,Nightslayer,Alliance,Mage,Frost,Gnome,2134,996,96,75,56
US,2v2,57957587,Laclapbombx,Nightslayer,Alliance,Rogue,Subtlety,Human,2101,1145,272,249,52
US,2v2,59408504,Angríst,Nightslayer,Alliance,Rogue,Subtlety,Human,2081,1232,102,87,54
US,2v2,58319549,Blueshew,Nightslayer,Alliance,Mage,Arcane,Gnome,2037,1434,137,118,54
US,2v2,64219862,Hukah,Nightslayer,Horde,Warrior,Fury,Orc,2027,1496,275,239,54
US,2v2,72705277,Pisser,Nightslayer,Alliance,Rogue,Subtlety,Human,2016,1572,118,107,52
US,2v2,55528354,Olinim,Nightslayer,Horde,Rogue,Combat,Undead,2013,1598,122,83,60
US,2v2,72840375,Gingerbunny,Nightslayer,Horde,Warrior,Arms,Orc,2007,1691,582,533,52
US,2v2,73361474,Vèév,Nightslayer,Alliance,Priest,Discipline,Dwarf,1979,1980,86,52,62
US,2v2,74246996,Moopzy,Nightslayer,Alliance,Mage,Frost,Human,1978,1988,128,88,59
US,2v2,61640459,Gayeric,Nightslayer,Alliance,Mage,Frost,Human,1959,2095,105,77,58
US,2v2,54099959,Erpaderp,Nightslayer,Horde,Warrior,Arms,Orc,1954,2138,100,83,55
US,2v2,72911438,Shozzam,Nightslayer,Alliance,Shaman,Restoration,Draenei,1943,2216,58,40,59
US,2v2,67789477,Buriza,Nightslayer,Horde,Warrior,Fury,Orc,1924,2349,94,74,56
US,2v2,68696526,Zerñ,Nightslayer,Horde,,,,1920,2385,44,26,63
US,2v2,77004825,Sebggo,Nightslayer,Horde,Druid,Restoration,Tauren,1906,2557,494,394,56
US,2v2,58378408,Shortwoman,Nightslayer,Alliance,Warrior,Arms,Gnome,1900,2617,80,64,56
US,2v2,64036039,Dpsbotp,Nightslayer,Alliance,Priest,Discipline,Dwarf,1836,3089,180,139,56
US,2v2,75425688,Schmoopsypoo,Nightslayer,Alliance,Shaman,Restoration,Draenei,1833,3121,241,232,51
US,2v2,55132317,Mis,Nightslayer,Alliance,,,,1818,3263,91,78,54
US,2v2,74128895,Yallatbc,Nightslayer,Horde,Priest,Discipline,Undead,1818,3263,87,79,52
US,2v2,74295097,Edshearan,Nightslayer,Alliance,Shaman,Restoration,Draenei,1805,3451,154,145,52
US,2v2,60796281,Olinimxo,Nightslayer,Alliance,Priest,Discipline,Dwarf,1785,3684,30,27,53
US,2v2,54056642,Limitym,Nightslayer,Horde,Mage,Frost,Undead,1753,4096,34,42,45
US,2v2,54041565,Worryfat,Nightslayer,Alliance,Hunter,Beast Mastery,Dwarf,1751,4136,48,33,59
