region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
EU,3v3,47615213,Tazàr,Spineshatter,Horde,Warlock,Affliction,Orc,2739,1,191,31,86
EU,3v3,53529055,Remínd,Spineshatter,Horde,Rogue,Subtlety,Undead,2657,11,81,13,86
EU,3v3,53263741,Arenatwo,Spineshatter,Alliance,Rogue,Subtlety,Human,2648,14,118,55,68
EU,3v3,53926905,Àrenaone,Spineshatter,Alliance,Rogue,Subtlety,Human,2648,14,118,55,68
EU,3v3,43342921,Thesituation,Spineshatter,Alliance,Rogue,Subtlety,Human,2640,17,146,71,67
EU,3v3,52906995,Dogpatrol,Spineshatter,Horde,Warlock,Destruction,Undead,2628,31,128,38,77
EU,3v3,44486379,Luckyxs,Spineshatter,Horde,Rogue,Combat,Undead,2623,37,135,53,72
EU,3v3,55821966,Nsr,Spineshatter,Horde,Rogue,Subtlety,Undead,2615,48,164,86,66
EU,3v3,55074231,Cowskiy,Spineshatter,Horde,Warrior,Arms,Tauren,2507,81,192,152,56
EU,3v3,42724525,Àzx,Spineshatter,Alliance,Mage,Frost,Gnome,2504,84,143,8,95
EU,3v3,54188820,Dîm,Spineshatter,Horde,Priest,Discipline,Undead,2481,91,183,138,57
EU,3v3,42708182,Waraxe,Spineshatter,Horde,Warrior,Arms,Orc,2477,93,194,110,64
EU,3v3,43456506,Peterpastoor,Spineshatter,Alliance,Priest,Holy,Dwarf,2464,104,118,58,67
EU,3v3,52303925,Regaîn,Spineshatter,Horde,Rogue,Subtlety,Undead,2455,108,117,75,61
EU,3v3,54375338,Grumpyguy,Spineshatter,Horde,Priest,Discipline,Undead,2432,125,149,87,63
EU,3v3,43250023,Djevz,Spineshatter,Horde,Rogue,Subtlety,Undead,2421,137,384,324,54
EU,3v3,52853668,Zvyk,Spineshatter,Alliance,Warlock,Destruction,Human,2420,142,346,327,51
EU,3v3,54121686,Draylan,Spineshatter,Horde,Rogue,Subtlety,Undead,2412,146,164,115,59
EU,3v3,42864107,Dymo,Spineshatter,Horde,,,,2404,158,231,147,61
EU,3v3,47639181,Épuisé,Spineshatter,Horde,Druid,Restoration,Tauren,2403,161,139,76,65
EU,3v3,44927801,Soully,Spineshatter,Horde,Warrior,Fury,Orc,2402,163,105,70,60
EU,3v3,55945699,Rovr,Spineshatter,Horde,Rogue,Subtlety,Undead,2401,176,131,78,63
EU,3v3,43599014,Oriüs,Spineshatter,Horde,Druid,Restoration,Tauren,2400,177,182,122,60
EU,3v3,52358136,Liruat,Spineshatter,Horde,Shaman,Enhancement,Tauren,2399,181,165,118,58
