region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
EU,2v2,57348579,Petràxs,Spineshatter,Horde,,,,3080,1,330,117,74
EU,2v2,51863649,Mirok,Spineshatter,Horde,Druid,Restoration,Tauren,3072,4,174,44,80
EU,2v2,54841160,Spòttman,Spineshatter,Horde,,,,2998,12,859,539,61
EU,2v2,61175170,Enlightmee,Spineshatter,Alliance,Priest,Discipline,Dwarf,2980,14,659,355,65
EU,2v2,55440603,Qòxéq,Spineshatter,Horde,Priest,Discipline,Undead,2966,15,2983,2354,56
EU,2v2,65545406,Ronchonx,Spineshatter,Horde,Priest,Discipline,Undead,2955,19,308,174,64
EU,2v2,54411851,Powérmust,Spineshatter,Horde,Rogue,Subtlety,Undead,2948,24,292,167,64
EU,2v2,53549629,Powêrmust,Spineshatter,Horde,Rogue,Subtlety,Undead,2945,27,343,230,60
EU,2v2,55898652,Djcat,Spineshatter,Alliance,Priest,Discipline,Dwarf,2943,30,168,99,63
EU,2v2,42919725,Crtxd,Spineshatter,Alliance,Paladin,Holy,Dwarf,2937,35,190,123,61
EU,2v2,47466572,Valantain,Spineshatter,Horde,Rogue,Subtlety,Undead,2934,36,256,137,65
EU,2v2,49425721,Dikzyzquad,Spineshatter,Alliance,Warlock,Demonology,Human,2933,40,196,108,64
EU,2v2,43196882,Æçsrb,Spineshatter,Horde,Warlock,Demonology,Undead,2931,49,212,197,52
EU,2v2,52303399,Powermustx,Spineshatter,Alliance,Rogue,Subtlety,Human,2926,67,532,390,58
EU,2v2,57682650,Neepzdruid,Spineshatter,Horde,Druid,Restoration,Tauren,2926,67,442,263,63
EU,2v2,46677314,Zulpí,Spineshatter,Alliance,Rogue,Subtlety,Human,2924,76,511,425,55
EU,2v2,54297047,Retalia,Spineshatter,Horde,Priest,Discipline,Troll,2923,82,310,227,58
EU,2v2,42559328,Jixxo,Spineshatter,Alliance,Mage,Frost,Human,2922,83,334,189,64
EU,2v2,42909845,Promiscuousw,Spineshatter,Horde,Warlock,Demonology,Orc,2901,109,546,348,61
EU,2v2,45174585,Sandalimx,Spineshatter,Horde,Priest,Discipline,Troll,2893,110,515,402,56
EU,2v2,57286391,Freeland,Spineshatter,Horde,Mage,Frost,Undead,2870,117,709,666,52
EU,2v2,43939764,Níeze,Spineshatter,Horde,Priest,Discipline,Troll,2863,119,127,82,61
EU,2v2,52478941,Wâllirikz,Spineshatter,Horde,Warlock,Demonology,Undead,2863,119,127,82,61
EU,2v2,58086353,Zetonitty,Spineshatter,Horde,Rogue,Subtlety,Undead,2834,129,337,260,56
EU,2v2,52889309,Fivetrai,Spineshatter,Horde,Druid,Restoration,Tauren,2828,132,472,367,56
EU,2v2,49489565,Gankalolz,Spineshatter,Alliance,Warlock,Demonology,Human,2761,161,111,70,61
EU,2v2,56967079,Krawnz,Spineshatter,Alliance,Priest,Discipline,Dwarf,2708,205,209,154,58
EU,2v2,57531506,Baldbraik,Spineshatter,Alliance,Mage,Frost,Gnome,2697,216,448,298,60
EU,2v2,52763839,Albraïk,Spineshatter,Horde,Mage,Frost,Undead,2684,231,328,203,62
EU,2v2,51481719,Isabellala,Spineshatter,Alliance,Rogue,Subtlety,Human,2680,234,868,724,55
EU,2v2,58154862,Steaksauce,Spineshatter,Horde,Druid,Feral Combat,Tauren,2675,242,260,212,55
EU,2v2,55044736,Napoleøn,Spineshatter,Alliance,Warrior,Arms,Gnome,2670,247,1171,1108,51
EU,2v2,44204114,Scryna,Spineshatter,Horde,Warlock,Demonology,Undead,2663,254,286,188,60
EU,2v2,56345736,Gtsixtythree,Spineshatter,Alliance,Rogue,Combat,Human,2649,280,201,166,55
EU,2v2,61148896,Lallemagne,Spineshatter,Horde,Rogue,Subtlety,Undead,2642,299,758,538,58
EU,2v2,44995830,Wingbalx,Spineshatter,Alliance,Warlock,Demonology,Gnome,2640,304,71,30,70
EU,2v2,61706974,Thirtyoneyo,Spineshatter,Alliance,Priest,Discipline,Dwarf,2616,390,249,183,58
EU,2v2,43661707,Iraxus,Spineshatter,Alliance,Rogue,Subtlety,Human,2616,390,572,540,51
EU,2v2,54559212,Móóo,Thunderstrike,Horde,Druid,Restoration,Tauren,2614,400,135,77,64
EU,2v2,53817157,Fourbyfour,Spineshatter,Horde,Shaman,Restoration,Orc,2610,419,120,78,61
EU,2v2,57846765,Jimoly,Spineshatter,Alliance,Priest,Holy,Dwarf,2609,427,209,174,55
EU,2v2,51463867,Nightcrezy,Spineshatter,Horde,Rogue,Subtlety,Undead,2606,452,114,79,59
EU,2v2,86180568,Tanishadow,Thunderstrike,Horde,Rogue,Subtlety,Blood Elf,2602,482,112,73,61
EU,2v2,86627595,Immvpx,Thunderstrike,Alliance,Hunter,Survival,Dwarf,2602,482,381,333,53
EU,2v2,85746488,Vuasiliy,Thunderstrike,Horde,Priest,Discipline,Undead,2602,482,104,67,61
EU,2v2,86243651,Notmuchbrb,Thunderstrike,Alliance,Priest,Discipline,Dwarf,2602,482,381,336,53
EU,2v2,49911464,Brogtor,Spineshatter,Alliance,Hunter,Survival,Dwarf,2600,502,214,159,57
EU,2v2,45402562,Nokkie,Spineshatter,Alliance,Priest,Discipline,Dwarf,2600,502,195,143,58
EU,2v2,56078534,Tufelprime,Spineshatter,Alliance,Priest,Discipline,Dwarf,2599,516,133,88,60
EU,2v2,53910715,Scryception,Spineshatter,Alliance,Warlock,Demonology,Human,2585,608,193,130,60
EU,2v2,59098692,Krawnzx,Spineshatter,Horde,Priest,Discipline,Undead,2549,681,182,135,57
EU,2v2,61671751,Thefîsherman,Spineshatter,Horde,Priest,Discipline,Undead,2545,685,204,144,59
EU,2v2,53786873,Bestgr,Spineshatter,Alliance,Rogue,Subtlety,Human,2541,689,213,212,50
EU,2v2,43647283,Imx,Spineshatter,Horde,Rogue,Subtlety,Undead,2539,694,515,367,58
EU,2v2,55810907,Naserx,Spineshatter,Alliance,Priest,Discipline,Dwarf,2532,704,207,172,55
EU,2v2,57211476,Boucletotale,Spineshatter,Horde,Mage,Frost,Undead,2496,749,316,262,55
EU,2v2,53210919,Hja,Spineshatter,Horde,Mage,Frost,Undead,2491,755,123,85,59
EU,2v2,58506029,Neepzén,Spineshatter,Horde,Warlock,Demonology,Orc,2482,769,258,201,56
EU,2v2,51157990,Scrynah,Spineshatter,Horde,Warlock,Demonology,Orc,2474,785,260,166,61
EU,2v2,54234569,Wingbâl,Spineshatter,Alliance,Warlock,Demonology,Human,2472,787,67,31,68
EU,2v2,61156268,Põwermust,Spineshatter,Horde,Rogue,Subtlety,Undead,2465,795,94,43,69
EU,2v2,53029707,Groupthérapy,Spineshatter,Alliance,Druid,Restoration,Night Elf,2441,830,175,143,55
EU,2v2,58096291,Unilind,Spineshatter,Alliance,Warrior,Arms,Dwarf,2438,834,308,277,53
EU,2v2,57342719,Immvp,Spineshatter,Horde,Hunter,Beast Mastery,Orc,2422,869,235,177,57
EU,2v2,61156300,Gxi,Spineshatter,Horde,Rogue,Subtlety,Undead,2422,869,666,595,53
EU,2v2,43210197,Txi,Spineshatter,Horde,Mage,Frost,Undead,2422,869,268,217,55
EU,2v2,55075833,Pwný,Spineshatter,Horde,Mage,Frost,Undead,2419,874,139,103,57
EU,2v2,42870597,Libertine,Spineshatter,Alliance,Priest,Discipline,Dwarf,2411,897,95,57,62
EU,2v2,55385048,Darkjacob,Spineshatter,Horde,Priest,Discipline,Undead,2410,904,451,384,54
EU,2v2,53525690,Nimageci,Spineshatter,Horde,,,,2405,921,520,359,59
EU,2v2,61156298,Pøwermust,Spineshatter,Horde,Rogue,Subtlety,Undead,2405,921,62,31,67
EU,2v2,54316710,Movemént,Spineshatter,Alliance,Priest,Discipline,Dwarf,2397,944,115,80,59
EU,2v2,47442526,Yaphéts,Spineshatter,Alliance,Priest,Discipline,Dwarf,2390,952,214,147,59
EU,2v2,65610504,Juleszdot,Spineshatter,Alliance,Warlock,Destruction,Human,2382,975,350,346,50
EU,2v2,53745652,Oscarkoz,Spineshatter,Alliance,Druid,Restoration,Night Elf,2379,983,218,182,54
EU,2v2,58772983,Liszka,Spineshatter,Alliance,Rogue,Subtlety,Human,2355,1056,81,63,56
EU,2v2,43114864,Goyo,Spineshatter,Alliance,Paladin,Holy,Human,2347,1085,131,112,54
EU,2v2,57353366,Zebraze,Spineshatter,Alliance,Rogue,Subtlety,Human,2343,1105,415,360,54
EU,2v2,53672941,Bubblebrolol,Spineshatter,Horde,Paladin,Protection,Blood Elf,2342,1107,158,149,51
EU,2v2,59848727,Likeapríest,Spineshatter,Horde,Rogue,Subtlety,Undead,2328,1164,130,96,58
EU,2v2,58159490,Noopex,Spineshatter,Alliance,Priest,Discipline,Dwarf,2325,1173,1584,1418,53
EU,2v2,44002212,Vegaa,Spineshatter,Horde,Shaman,Restoration,Orc,2324,1177,68,54,56
EU,2v2,48157731,Tihiz,Spineshatter,Alliance,Rogue,Subtlety,Human,2320,1192,395,395,50
EU,2v2,54870916,Ivanatrúmp,Spineshatter,Alliance,Mage,Frost,Gnome,2318,1203,255,157,62
EU,2v2,52118058,Ncrr,Spineshatter,Alliance,Warlock,Demonology,Human,2303,1251,378,317,54
EU,2v2,53248475,Alicce,Spineshatter,Alliance,Rogue,Combat,Human,2294,1275,174,159,52
EU,2v2,54222435,Randomkelb,Spineshatter,Horde,Warlock,Demonology,Orc,2288,1293,183,146,56
EU,2v2,54017251,Soumí,Spineshatter,Alliance,Priest,Discipline,Dwarf,2280,1320,268,252,52
EU,2v2,52874874,Skymd,Spineshatter,Alliance,Rogue,Combat,Human,2256,1416,209,173,55
EU,2v2,54360699,Vegaå,Spineshatter,Horde,Shaman,Restoration,Orc,2250,1444,300,280,52
EU,2v2,60152643,Trigny,Spineshatter,Horde,Paladin,Holy,Blood Elf,2248,1453,298,322,48
EU,2v2,57353461,Kefelosehola,Spineshatter,Alliance,Shaman,Restoration,Draenei,2245,1470,58,49,54
EU,2v2,55946648,Ghanoben,Spineshatter,Horde,Priest,Discipline,Undead,2244,1473,259,236,52
EU,2v2,65691715,Ralphcorex,Spineshatter,Horde,Druid,Restoration,Tauren,2241,1495,63,36,64
EU,2v2,61198391,Dedmanwalkn,Spineshatter,Horde,Priest,Discipline,Undead,2236,1512,147,123,54
EU,2v2,51575309,Bestcmo,Spineshatter,Alliance,Druid,Restoration,Night Elf,2233,1523,89,39,70
EU,2v2,57360455,Immunityx,Spineshatter,Horde,Rogue,Subtlety,Undead,2224,1559,278,315,47
EU,2v2,57352831,Ilc,Spineshatter,Horde,Warrior,Fury,Orc,2218,1587,159,155,51
EU,2v2,56967404,Tastemybolt,Spineshatter,Horde,Warlock,Demonology,Orc,2210,1639,103,57,64
EU,2v2,56537181,Encolol,Spineshatter,Alliance,,,,2208,1649,218,167,57
EU,2v2,59842089,Añbx,Spineshatter,Horde,,,,2202,1710,49,19,72
EU,2v2,53585676,Barrthas,Spineshatter,Alliance,Warrior,Arms,Human,2200,1725,54,64,46
