region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
US,2v2,73986941,Cripton,Nightslayer,Alliance,Mage,Frost,Gnome,2973,1,1211,815,60
US,2v2,78447587,Ronchon,Nightslayer,Alliance,Priest,Discipline,Dwarf,2861,18,606,466,57
US,2v2,78522739,Nëxïs,Nightslayer,Alliance,Rogue,Subtlety,Human,2858,20,262,171,61
US,2v2,78563369,Alexá,Nightslayer,Alliance,Druid,Restoration,Night Elf,2855,24,274,207,57
US,2v2,56670282,Niien,Nightslayer,Alliance,Druid,Restoration,Night Elf,2853,29,444,371,54
US,2v2,58621821,Earlsweats,Nightslayer,Alliance,Warrior,Arms,Gnome,2851,39,529,400,57
US,2v2,78026857,Kobeelol,Nightslayer,Alliance,Rogue,Subtlety,Human,2848,47,499,403,55
US,2v2,77882110,Cóoper,Nightslayer,Horde,Warrior,Arms,Orc,2836,79,307,204,60
US,2v2,78099989,Shingoat,Nightslayer,Horde,Rogue,Subtlety,Undead,2835,80,786,589,57
US,2v2,77005311,Dpaspatur,Nightslayer,Horde,Priest,Discipline,Undead,2834,83,196,123,61
US,2v2,60985668,Crøwñchåsér,Nightslayer,Alliance,,,,2825,84,291,207,58
US,2v2,77292718,Popeshðw,Nightslayer,Alliance,Priest,Discipline,Dwarf,2809,85,364,196,65
US,2v2,67851720,Shaqlol,Nightslayer,Alliance,Rogue,Subtlety,Human,2721,112,162,108,60
US,2v2,77838442,Wezette,Nightslayer,Alliance,Druid,Restoration,Night Elf,2659,133,254,157,62
US,2v2,78400660,Putindehype,Nightslayer,Alliance,Rogue,Subtlety,Human,2658,135,434,376,54
US,2v2,75117331,Raselqt,Nightslayer,Alliance,Warrior,Arms,Gnome,2658,135,115,58,66
US,2v2,77557832,Puffyz,Nightslayer,Alliance,Mage,Frost,Gnome,2629,155,70,25,74
US,2v2,75358437,Natashinka,Nightslayer,Alliance,Warrior,Arms,Gnome,2606,170,170,128,57
US,2v2,57170431,Nieen,Nightslayer,Alliance,Rogue,Subtlety,Human,2605,175,132,83,61
US,2v2,78390364,Etouifrero,Nightslayer,Alliance,Mage,Frost,Gnome,2602,178,454,395,53
US,2v2,78256024,Druidixk,Nightslayer,Horde,Druid,Restoration,Tauren,2596,182,461,377,55
US,2v2,75526128,Bighogcranks,Nightslayer,Alliance,Rogue,Subtlety,Human,2577,198,521,484,52
US,2v2,78763373,Kekleta,Nightslayer,Alliance,Warrior,Arms,Gnome,2571,208,302,264,53
US,2v2,75241024,Korlicz,Nightslayer,Alliance,Priest,Discipline,Dwarf,2569,211,207,112,65
US,2v2,74325772,Kahane,Nightslayer,Alliance,Priest,Discipline,Dwarf,2565,218,88,33,73
US,2v2,53851002,Trizix,Nightslayer,Horde,Mage,Arcane,Undead,2564,219,211,152,58
US,2v2,72268620,Båbárógâ,Nightslayer,Alliance,Rogue,Subtlety,Human,2556,233,175,100,64
US,2v2,75768395,Whittep,Nightslayer,Horde,Paladin,Retribution,Blood Elf,2550,248,177,111,61
US,2v2,77450764,Someonelikeu,Nightslayer,Horde,Rogue,Subtlety,Undead,2549,253,687,634,52
US,2v2,78556715,Ryordan,Nightslayer,Alliance,Priest,Discipline,Dwarf,2546,261,362,360,50
US,2v2,66183947,Actuallygood,Nightslayer,Horde,Rogue,Subtlety,Orc,2542,273,213,166,56
US,2v2,69236069,Iamsome,Nightslayer,Horde,Mage,Arcane,Undead,2542,273,227,189,55
US,2v2,49975098,Loafofbreadd,Dreamscythe,Alliance,Paladin,Holy,Dwarf,2535,300,196,152,56
US,2v2,79410794,Évílínagød,Nightslayer,Horde,Warlock,Demonology,Orc,2534,302,159,119,57
US,2v2,55762652,Laynerzx,Nightslayer,Alliance,Mage,Frost,Gnome,2533,312,316,228,58
US,2v2,48521781,Göne,Dreamscythe,Alliance,Warlock,Demonology,Human,2531,320,89,51,64
US,2v2,54033493,Goated,Nightslayer,Alliance,Rogue,Subtlety,Human,2531,320,425,379,53
US,2v2,60215603,Smolgandii,Nightslayer,Alliance,Warrior,Arms,Gnome,2531,320,197,172,53
US,2v2,48241453,Arçangel,Dreamscythe,Alliance,Priest,Discipline,Night Elf,2530,336,71,42,63
US,2v2,74622824,Nestar,Nightslayer,Alliance,Mage,Frost,Gnome,2530,336,771,728,51
US,2v2,74764177,Ninjafrog,Nightslayer,Alliance,Rogue,Subtlety,Human,2530,336,437,390,53
US,2v2,74490764,Pizazzc,Nightslayer,Alliance,Priest,Discipline,Dwarf,2528,348,281,210,57
US,2v2,64966057,Trizi,Nightslayer,Alliance,Mage,Frost,Human,2526,368,340,242,58
US,2v2,75093275,Amberianna,Nightslayer,Alliance,Rogue,Subtlety,Human,2524,388,140,105,57
US,2v2,53971153,Ear,Nightslayer,Alliance,Priest,Discipline,Dwarf,2523,400,982,1012,49
US,2v2,65506622,Blindmissed,Nightslayer,Alliance,Rogue,Subtlety,Human,2521,421,598,545,52
US,2v2,74284030,Jozushka,Nightslayer,Alliance,Priest,Discipline,Dwarf,2519,437,413,342,55
US,2v2,66512186,Pennyweis,Nightslayer,Horde,Mage,Arcane,Troll,2517,458,473,363,57
US,2v2,73995207,Rizi,Nightslayer,Alliance,Mage,Frost,Gnome,2516,462,344,293,54
US,2v2,57967779,Mogeii,Nightslayer,Alliance,Rogue,Subtlety,Human,2507,496,253,191,57
US,2v2,78016044,Bloomlurker,Nightslayer,Alliance,Druid,Restoration,Night Elf,2472,535,275,224,55
US,2v2,78597415,Izitpink,Nightslayer,Alliance,Rogue,Subtlety,Human,2469,537,888,827,52
US,2v2,79453754,Dustw,Nightslayer,Alliance,Warlock,Demonology,Human,2458,542,180,140,56
US,2v2,82827985,Gnometoast,Dreamscythe,Alliance,Warrior,Arms,Gnome,2455,545,200,157,56
US,2v2,74907151,Kekla,Nightslayer,Alliance,Warrior,Arms,Human,2451,549,461,432,52
US,2v2,64079707,Nexzo,Nightslayer,Horde,Warrior,Arms,Orc,2446,555,795,750,51
US,2v2,77636416,Gardyloltwo,Nightslayer,Horde,Priest,Discipline,Undead,2425,577,195,153,56
US,2v2,77352164,Winnin,Nightslayer,Alliance,Rogue,Subtlety,Human,2422,579,360,241,60
US,2v2,77873245,Whiittep,Nightslayer,Horde,Paladin,Retribution,Blood Elf,2420,580,560,511,52
US,2v2,62197018,Gardylol,Nightslayer,Horde,Priest,Discipline,Undead,2393,621,161,120,57
US,2v2,78777872,Unblêss,Nightslayer,Alliance,Priest,Discipline,Dwarf,2389,623,270,217,55
US,2v2,78919062,Moneysweet,Nightslayer,Alliance,Warlock,Demonology,Human,2373,647,126,107,54
US,2v2,78563689,Deathhordé,Nightslayer,Alliance,Warrior,Arms,Gnome,2368,661,123,79,61
US,2v2,75351494,Baziz,Nightslayer,Alliance,Mage,Frost,Gnome,2363,669,210,175,55
US,2v2,77721395,Dustychun,Nightslayer,Horde,Warlock,Demonology,Undead,2352,687,297,247,55
US,2v2,78439276,Suspex,Nightslayer,Alliance,Priest,Discipline,Dwarf,2343,699,112,65,63
US,2v2,75663156,Yourwifesman,Nightslayer,Horde,Warrior,Arms,Orc,2340,704,143,145,50
US,2v2,75411994,Tongkim,Nightslayer,Alliance,Warlock,Demonology,Human,2313,742,103,65,61
US,2v2,78558994,Onewhokñocks,Nightslayer,Alliance,,,,2309,752,135,82,62
US,2v2,68295564,Phokthisgame,Nightslayer,Horde,Druid,Restoration,Tauren,2304,759,477,360,57
US,2v2,77847614,Xyvxv,Nightslayer,Alliance,Rogue,Subtlety,Human,2300,769,1081,1081,50
US,2v2,72288128,Abub,Nightslayer,Alliance,Priest,Discipline,Dwarf,2300,769,385,371,51
US,2v2,78395278,Snutzfive,Nightslayer,Horde,Warlock,Demonology,Undead,2295,783,183,151,55
US,2v2,58544861,Kazê,Nightslayer,Horde,Rogue,Subtlety,Undead,2294,785,194,153,56
US,2v2,76943375,Ðarkængel,Nightslayer,Horde,Priest,Discipline,Undead,2277,825,111,84,57
US,2v2,75411936,Tongsuwang,Nightslayer,Alliance,Warlock,Demonology,Human,2272,843,138,69,67
US,2v2,54109127,Alpines,Nightslayer,Alliance,Rogue,Subtlety,Human,2238,924,1111,1058,51
US,2v2,66666451,Netherdrake,Nightslayer,Horde,Rogue,Subtlety,Undead,2216,986,384,361,52
US,2v2,77861889,Devilindukex,Nightslayer,Alliance,Rogue,Subtlety,Human,2206,1019,170,125,58
US,2v2,77542149,Dris,Nightslayer,Horde,Rogue,Subtlety,Undead,2198,1057,250,211,54
US,2v2,72729719,Dielikeadog,Nightslayer,Alliance,,,,2194,1066,94,65,59
US,2v2,73425115,Tswizzyfan,Nightslayer,Alliance,Mage,Frost,Gnome,2187,1083,287,186,61
US,2v2,59807300,Pcc,Nightslayer,Horde,Priest,Discipline,Undead,2184,1096,348,329,51
US,2v2,79589388,Rokuj,Nightslayer,Horde,Rogue,Subtlety,Undead,2177,1128,50,27,65
US,2v2,63965596,Reapersrage,Nightslayer,Alliance,Warrior,Arms,Dwarf,2172,1146,233,218,52
US,2v2,73832376,Dsquare,Nightslayer,Alliance,Rogue,Subtlety,Human,2171,1150,218,186,54
