region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
EU,3v3,51157990,Scrynah,Spineshatter,Horde,Warlock,Demonology,Orc,2632,18,124,52,70
US,2v2,77557832,Puffyz,Nightslayer,Alliance,Mage,Frost,Gnome,2629,155,70,25,74
EU,2v2,61706974,Thirtyoneyo,Spineshatter,Alliance,Priest,Discipline,Dwarf,2616,390,249,183,58
EU,2v2,43661707,Iraxus,Spineshatter,Alliance,Rogue,Subtlety,Human,2616,390,572,540,51
EU,3v3,63894660,Bæsjehore,Spineshatter,Alliance,Rogue,Subtlety,Human,2615,28,125,91,58
EU,2v2,54559212,Móóo,Thunderstrike,Horde,Druid,Restoration,Tauren,2614,400,135,77,64
EU,2v2,53817157,Fourbyfour,Spineshatter,Horde,Shaman,Restoration,Orc,2610,419,120,78,61
EU,3v3,53525690,Nimageci,Spineshatter,Horde,,,,2610,35,436,350,55
EU,2v2,57846765,Jimoly,Spineshatter,Alliance,Priest,Holy,Dwarf,2609,427,209,174,55
EU,2v2,51463867,Nightcrezy,Spineshatter,Horde,Rogue,Subtlety,Undead,2606,452,114,79,59
US,2v2,75358437,Natashinka,Nightslayer,Alliance,Warrior,Arms,Gnome,2606,170,170,128,57
US,2v2,57170431,Nieen,Nightslayer,Alliance,Rogue,Subtlety,Human,2605,175,132,83,61
EU,2v2,86180568,Tanishadow,Thunderstrike,Horde,Rogue,Subtlety,Blood Elf,2602,482,112,73,61
EU,2v2,86627595,Immvpx,Thunderstrike,Alliance,Hunter,Survival,Dwarf,2602,482,381,333,53
EU,2v2,85746488,Vuasiliy,Thunderstrike,Horde,Priest,Discipline,Undead,2602,482,104,67,61
EU,2v2,86243651,Notmuchbrb,Thunderstrike,Alliance,Priest,Discipline,Dwarf,2602,482,381,336,53
US,2v2,78390364,Etouifrero,Nightslayer,Alliance,Mage,Frost,Gnome,2602,178,454,395,53
EU,5v5,59420413,Blackfiréz,Spineshatter,Alliance,Mage,Frost,Gnome,2601,9,342,153,69
EU,5v5,57020726,Fijitaa,Spineshatter,Alliance,Priest,Discipline,Dwarf,2601,9,110,8,93
EU,2v2,49911464,Brogtor,Spineshatter,Alliance,Hunter,Survival,Dwarf,2600,502,214,159,57
EU,2v2,45402562,Nokkie,Spineshatter,Alliance,Priest,Discipline,Dwarf,2600,502,195,143,58
EU,3v3,53791547,Blackfirêz,Spineshatter,Alliance,Mage,Frost,Gnome,2600,64,596,333,64
EU,2v2,56078534,Tufelprime,Spineshatter,Alliance,Priest,Discipline,Dwarf,2599,516,133,88,60
US,5v5,74325772,Kahane,Nightslayer,Alliance,Priest,Discipline,Dwarf,2597,1,875,147,86
US,2v2,78256024,Druidixk,Nightslayer,Horde,Druid,Restoration,Tauren,2596,182,461,377,55
EU,5v5,56348785,Ðayliex,Spineshatter,Alliance,Shaman,Restoration,Draenei,2582,17,236,105,69
EU,5v5,56967404,Tastemybolt,Spineshatter,Horde,Warlock,Demonology,Orc,2580,18,462,208,69
US,5v5,74669218,Joxibaba,Nightslayer,Alliance,Shaman,Restoration,Draenei,2579,2,1155,162,88
US,2v2,75526128,Bighogcranks,Nightslayer,Alliance,Rogue,Subtlety,Human,2577,198,521,484,52
US,2v2,78763373,Kekleta,Nightslayer,Alliance,Warrior,Arms,Gnome,2571,208,302,264,53
US,2v2,75241024,Korlicz,Nightslayer,Alliance,Priest,Discipline,Dwarf,2569,211,207,112,65
EU,5v5,65568386,Wallihork,Spineshatter,Horde,Warlock,Demonology,Orc,2565,20,348,91,79
US,2v2,53851002,Trizix,Nightslayer,Horde,Mage,Arcane,Undead,2564,219,211,152,58
US,2v2,72268620,Båbárógâ,Nightslayer,Alliance,Rogue,Subtlety,Human,2556,233,175,100,64
EU,5v5,57295271,Wørldz,Spineshatter,Horde,Mage,Frost,Undead,2555,22,615,355,63
EU,3v3,56306967,Shälavax,Spineshatter,Horde,Priest,Discipline,Undead,2553,86,990,760,57
EU,3v3,42609485,Tonyteabagz,Spineshatter,Horde,Mage,Frost,Undead,2553,86,882,680,56
US,2v2,75768395,Whittep,Nightslayer,Horde,Paladin,Retribution,Blood Elf,2550,248,177,111,61
EU,2v2,59098692,Krawnzx,Spineshatter,Horde,Priest,Discipline,Undead,2549,681,182,135,57
US,2v2,77450764,Someonelikeu,Nightslayer,Horde,Rogue,Subtlety,Undead,2549,253,687,634,52
EU,5v5,42675774,Nieze,Spineshatter,Horde,Priest,Discipline,Undead,2548,26,286,32,90
EU,5v5,53898080,Saireya,Spineshatter,Alliance,Shaman,Restoration,Draenei,2548,26,261,114,70
US,2v2,78556715,Ryordan,Nightslayer,Alliance,Priest,Discipline,Dwarf,2546,261,362,360,50
EU,2v2,61671751,Thefîsherman,Spineshatter,Horde,Priest,Discipline,Undead,2545,685,204,144,59
US,2v2,66183947,Actuallygood,Nightslayer,Horde,Rogue,Subtlety,Orc,2542,273,213,166,56
US,2v2,69236069,Iamsome,Nightslayer,Horde,Mage,Arcane,Undead,2542,273,227,189,55
EU,2v2,53786873,Bestgr,Spineshatter,Alliance,Rogue,Subtlety,Human,2541,689,213,212,50
EU,2v2,43647283,Imx,Spineshatter,Horde,Rogue,Subtlety,Undead,2539,694,515,367,58
EU,5v5,59848727,Likeapríest,Spineshatter,Horde,Rogue,Subtlety,Undead,2539,30,686,403,63
US,2v2,49975098,Loafofbreadd,Dreamscythe,Alliance,Paladin,Holy,Dwarf,2535,300,196,152,56
US,2v2,79410794,Évílínagød,Nightslayer,Horde,Warlock,Demonology,Orc,2534,302,159,119,57
EU,5v5,44002212,Vegaa,Spineshatter,Horde,Shaman,Restoration,Orc,2533,32,129,18,88
US,2v2,55762652,Laynerzx,Nightslayer,Alliance,Mage,Frost,Gnome,2533,312,316,228,58
EU,2v2,55810907,Naserx,Spineshatter,Alliance,Priest,Discipline,Dwarf,2532,704,207,172,55
EU,5v5,53928366,Makcie,Spineshatter,Alliance,Shaman,Restoration,Draenei,2531,34,379,72,84
US,2v2,48521781,Göne,Dreamscythe,Alliance,Warlock,Demonology,Human,2531,320,89,51,64
US,2v2,54033493,Goated,Nightslayer,Alliance,Rogue,Subtlety,Human,2531,320,425,379,53
US,2v2,60215603,Smolgandii,Nightslayer,Alliance,Warrior,Arms,Gnome,2531,320,197,172,53
US,2v2,48241453,Arçangel,Dreamscythe,Alliance,Priest,Discipline,Night Elf,2530,336,71,42,63
US,2v2,74622824,Nestar,Nightslayer,Alliance,Mage,Frost,Gnome,2530,336,771,728,51
US,2v2,74764177,Ninjafrog,Nightslayer,Alliance,Rogue,Subtlety,Human,2530,336,437,390,53
US,5v5,78558994,Onewhokñocks,Nightslayer,Alliance,,,,2530,4,476,69,87
US,2v2,74490764,Pizazzc,Nightslayer,Alliance,Priest,Discipline,Dwarf,2528,348,281,210,57
US,2v2,64966057,Trizi,Nightslayer,Alliance,Mage,Frost,Human,2526,368,340,242,58
EU,5v5,55483378,Blackfirezx,Spineshatter,Horde,Mage,Frost,Undead,2524,43,678,304,69
US,2v2,75093275,Amberianna,Nightslayer,Alliance,Rogue,Subtlety,Human,2524,388,140,105,57
US,2v2,53971153,Ear,Nightslayer,Alliance,Priest,Discipline,Dwarf,2523,400,982,1012,49
EU,5v5,65531492,Walliw,Spineshatter,Alliance,Warlock,Demonology,Human,2522,45,225,64,78
US,3v3,72129822,Harkeno,Nightslayer,Alliance,,,,2522,50,93,29,76
US,2v2,65506622,Blindmissed,Nightslayer,Alliance,Rogue,Subtlety,Human,2521,421,598,545,52
US,2v2,74284030,Jozushka,Nightslayer,Alliance,Priest,Discipline,Dwarf,2519,437,413,342,55
EU,5v5,59348121,Keïjuñã,Spineshatter,Alliance,Shaman,Restoration,Draenei,2518,46,76,20,79
US,5v5,77961565,Joxißaba,Nightslayer,Alliance,,,,2518,6,175,33,84
US,2v2,66512186,Pennyweis,Nightslayer,Horde,Mage,Arcane,Troll,2517,458,473,363,57
US,2v2,73995207,Rizi,Nightslayer,Alliance,Mage,Frost,Gnome,2516,462,344,293,54
EU,5v5,59384288,Krawnxz,Spineshatter,Alliance,Priest,Discipline,Dwarf,2514,49,438,261,63
EU,5v5,55931146,Ädri,Spineshatter,Alliance,Rogue,Subtlety,Human,2511,51,294,134,69
EU,5v5,45000428,Cleareyes,Spineshatter,Alliance,Warrior,Arms,Human,2510,52,98,42,70
EU,5v5,54530316,Islamchamp,Spineshatter,Horde,Rogue,Subtlety,Undead,2510,52,230,114,67
EU,5v5,54198331,Söumi,Spineshatter,Horde,Druid,Restoration,Tauren,2508,57,167,67,71
EU,5v5,59350716,Keijunã,Spineshatter,Alliance,Priest,Discipline,Dwarf,2508,57,75,11,87
US,2v2,57967779,Mogeii,Nightslayer,Alliance,Rogue,Subtlety,Human,2507,496,253,191,57
EU,5v5,55466175,Torstenmagea,Spineshatter,Alliance,Mage,Frost,Human,2503,63,148,66,69
EU,5v5,54360699,Vegaå,Spineshatter,Horde,Shaman,Restoration,Orc,2502,64,158,120,57
US,5v5,74907151,Kekla,Nightslayer,Alliance,Warrior,Arms,Human,2502,8,216,134,62
EU,5v5,57682741,Nëmësïs,Spineshatter,Alliance,Shaman,Restoration,Draenei,2501,67,83,13,86
EU,5v5,65429709,Absaugereisn,Spineshatter,Horde,Shaman,Restoration,Orc,2497,73,220,133,62
EU,5v5,54195627,Søumi,Spineshatter,Horde,Priest,Discipline,Undead,2497,73,368,214,63
EU,5v5,56079314,Nëmésïs,Spineshatter,Alliance,Priest,Discipline,Dwarf,2497,73,86,25,77
US,5v5,78984291,Çørrûptiöñ,Nightslayer,Alliance,Warlock,Demonology,Human,2497,10,112,30,79
EU,2v2,57211476,Boucletotale,Spineshatter,Horde,Mage,Frost,Undead,2496,749,316,262,55
EU,5v5,54611279,Bláckbetty,Spineshatter,Alliance,Shaman,Restoration,Draenei,2496,79,442,276,62
EU,5v5,65979413,Twotimesone,Spineshatter,Alliance,Warrior,Arms,Dwarf,2495,81,113,64,64
EU,5v5,45433950,Psychogodx,Spineshatter,Horde,Warrior,Fury,Orc,2495,81,140,72,66
US,5v5,78395278,Snutzfive,Nightslayer,Horde,Warlock,Demonology,Undead,2495,11,232,66,78
US,5v5,73955358,Ggasura,Nightslayer,Alliance,Shaman,Restoration,Draenei,2494,12,75,9,89
EU,5v5,65743976,Keijuñã,Spineshatter,Horde,Shaman,Restoration,Orc,2493,90,118,50,70
EU,5v5,55946541,Torstenlockx,Spineshatter,Horde,Warlock,Demonology,Orc,2492,99,126,74,63
US,5v5,78414758,Bîgcheese,Nightslayer,Alliance,Warlock,Demonology,Human,2492,14,430,77,85
EU,2v2,53210919,Hja,Spineshatter,Horde,Mage,Frost,Undead,2491,755,123,85,59
EU,5v5,57073665,Racarîa,Spineshatter,Horde,Priest,Discipline,Undead,2491,105,135,45,75
EU,5v5,59632769,Vøldémórt,Spineshatter,Horde,,,,2490,112,365,224,62
EU,5v5,65759433,Imxn,Spineshatter,Alliance,Rogue,Subtlety,Human,2490,112,118,77,61
EU,5v5,59759190,Oscarkóz,Spineshatter,Alliance,Shaman,Restoration,Draenei,2488,122,334,233,59
EU,5v5,47142560,Venomdead,Spineshatter,Horde,Mage,Frost,Undead,2488,122,305,146,68
EU,5v5,54560515,Nëmêsïs,Spineshatter,Horde,Warlock,Demonology,Orc,2488,122,620,252,71
US,3v3,76983421,Allahxuakbar,Nightslayer,Alliance,Warlock,Demonology,Human,2488,72,1368,1013,57
EU,5v5,54017251,Soumí,Spineshatter,Alliance,Priest,Discipline,Dwarf,2484,152,134,63,68
US,5v5,77514337,Pokecent,Nightslayer,Horde,Mage,Frost,Undead,2484,16,477,204,70
EU,2v2,58506029,Neepzén,Spineshatter,Horde,Warlock,Demonology,Orc,2482,769,258,201,56
EU,5v5,53401384,Wallishko,Spineshatter,Horde,Shaman,Enhancement,Orc,2482,161,122,48,72
EU,5v5,54870916,Ivanatrúmp,Spineshatter,Alliance,Mage,Frost,Gnome,2482,161,419,289,59
EU,5v5,65787297,Oouoou,Spineshatter,Alliance,Priest,Discipline,Dwarf,2482,161,143,36,80
US,5v5,77391289,Durtyl,Nightslayer,Alliance,Warlock,Demonology,Human,2479,18,79,16,83
EU,5v5,59294298,Rently,Spineshatter,Horde,Shaman,Restoration,Tauren,2474,179,562,378,60
US,5v5,74667550,Apples,Nightslayer,Alliance,Shaman,Restoration,Draenei,2474,22,155,80,66
EU,2v2,54234569,Wingbâl,Spineshatter,Alliance,Warlock,Demonology,Human,2472,787,67,31,68
EU,5v5,51888443,Iææaææaææeæl,Spineshatter,Horde,Rogue,Subtlety,Undead,2472,181,76,42,64
US,2v2,78016044,Bloomlurker,Nightslayer,Alliance,Druid,Restoration,Night Elf,2472,535,275,224,55
US,2v2,78597415,Izitpink,Nightslayer,Alliance,Rogue,Subtlety,Human,2469,537,888,827,52
EU,2v2,61156268,Põwermust,Spineshatter,Horde,Rogue,Subtlety,Undead,2465,795,94,43,69
US,5v5,77315589,Hw,Nightslayer,Horde,Shaman,Elemental,Orc,2465,29,244,119,67
US,5v5,69686325,Police,Nightslayer,Alliance,Warrior,Fury,Human,2465,29,106,18,85
US,5v5,71649210,Bácktaxes,Nightslayer,Alliance,Warrior,Arms,Human,2465,29,150,29,84
US,2v2,79453754,Dustw,Nightslayer,Alliance,Warlock,Demonology,Human,2458,542,180,140,56
US,5v5,77352164,Winnin,Nightslayer,Alliance,Rogue,Subtlety,Human,2457,36,148,27,85
US,5v5,70351467,Venumz,Nightslayer,Alliance,Rogue,Subtlety,Human,2456,37,77,6,93
US,2v2,82827985,Gnometoast,Dreamscythe,Alliance,Warrior,Arms,Gnome,2455,545,200,157,56
EU,5v5,53978876,Maaxmill,Spineshatter,Horde,Warrior,Arms,Orc,2452,183,76,38,67
EU,5v5,63526651,Neeyy,Spineshatter,Horde,Shaman,Restoration,Orc,2451,184,202,123,62
US,5v5,77105533,Originaldsi,Nightslayer,Alliance,Shaman,Restoration,Draenei,2448,41,80,18,82
US,5v5,77128864,Topgkor,Nightslayer,Alliance,Shaman,Restoration,Draenei,2447,43,388,78,83
US,2v2,64079707,Nexzo,Nightslayer,Horde,Warrior,Arms,Orc,2446,555,795,750,51
US,3v3,78879540,Mancinella,Nightslayer,Alliance,Priest,Holy,Dwarf,2446,89,78,34,70
US,5v5,55961216,Stinkeelock,Nightslayer,Alliance,Warlock,Demonology,Gnome,2445,45,117,43,73
US,5v5,59888013,Choboski,Nightslayer,Horde,Shaman,Restoration,Orc,2444,50,97,33,75
US,5v5,73425115,Tswizzyfan,Nightslayer,Alliance,Mage,Frost,Gnome,2442,57,92,29,76
EU,2v2,53029707,Groupthérapy,Spineshatter,Alliance,Druid,Restoration,Night Elf,2441,830,175,143,55
US,5v5,78586085,Pantech,Nightslayer,Horde,Warlock,Demonology,Undead,2439,62,154,103,60
EU,2v2,58096291,Unilind,Spineshatter,Alliance,Warrior,Arms,Dwarf,2438,834,308,277,53
US,5v5,78919062,Moneysweet,Nightslayer,Alliance,Warlock,Demonology,Human,2438,63,117,63,65
US,5v5,59198611,Braevz,Nightslayer,Horde,Druid,Restoration,Tauren,2432,68,160,80,67
US,5v5,74674200,Keijuna,Nightslayer,Alliance,Priest,Discipline,Dwarf,2428,79,124,11,92
US,5v5,75351494,Baziz,Nightslayer,Alliance,Mage,Frost,Gnome,2428,79,111,41,73
US,5v5,74544794,Jordgubbar,Nightslayer,Alliance,Rogue,Subtlety,Human,2426,84,114,40,74
US,2v2,77636416,Gardyloltwo,Nightslayer,Horde,Priest,Discipline,Undead,2425,577,195,153,56
EU,3v3,45510200,Eozi,Spineshatter,Alliance,Priest,Discipline,Dwarf,2424,160,242,164,60
US,5v5,79004082,Samurashi,Nightslayer,Horde,Shaman,Restoration,Orc,2424,90,246,83,75
EU,2v2,57342719,Immvp,Spineshatter,Horde,Hunter,Beast Mastery,Orc,2422,869,235,177,57
EU,2v2,61156300,Gxi,Spineshatter,Horde,Rogue,Subtlety,Undead,2422,869,666,595,53
EU,2v2,43210197,Txi,Spineshatter,Horde,Mage,Frost,Undead,2422,869,268,217,55
US,5v5,77907695,Bobrossganks,Nightslayer,Horde,Rogue,Subtlety,Orc,2422,98,101,20,83
US,5v5,77424472,Castercorner,Nightslayer,Horde,Warlock,Demonology,Orc,2421,103,99,39,72
EU,3v3,59456672,Yàharam,Spineshatter,Horde,Priest,Discipline,Troll,2420,164,63,18,78
US,2v2,77873245,Whiittep,Nightslayer,Horde,Paladin,Retribution,Blood Elf,2420,580,560,511,52
EU,2v2,55075833,Pwný,Spineshatter,Horde,Mage,Frost,Undead,2419,874,139,103,57
EU,5v5,53090412,Eidy,Spineshatter,Alliance,Priest,Discipline,Dwarf,2417,204,111,63,64
US,5v5,78689880,Ymmels,Nightslayer,Alliance,Warlock,Demonology,Human,2417,121,61,14,81
US,5v5,78366066,Sonofnils,Nightslayer,Horde,Priest,Discipline,Undead,2416,125,360,209,63
EU,5v5,54913219,Maggismith,Spineshatter,Alliance,Shaman,Restoration,Draenei,2414,208,165,120,58
EU,2v2,42870597,Libertine,Spineshatter,Alliance,Priest,Discipline,Dwarf,2411,897,95,57,62
EU,2v2,55385048,Darkjacob,Spineshatter,Horde,Priest,Discipline,Undead,2410,904,451,384,54
EU,2v2,61156298,Pøwermust,Spineshatter,Horde,Rogue,Subtlety,Undead,2405,921,62,31,67
US,3v3,79589388,Rokuj,Nightslayer,Horde,Rogue,Subtlety,Undead,2405,112,106,67,61
EU,3v3,51954121,Merlinset,Spineshatter,Horde,Rogue,Subtlety,Orc,2404,186,167,142,54
US,5v5,54087265,Baelol,Nightslayer,Alliance,,,,2401,147,69,12,85
EU,2v2,54316710,Movemént,Spineshatter,Alliance,Priest,Discipline,Dwarf,2397,944,115,80,59
US,5v5,64195271,Itsbaelol,Nightslayer,Alliance,,,,2394,157,94,26,78
US,2v2,62197018,Gardylol,Nightslayer,Horde,Priest,Discipline,Undead,2393,621,161,120,57
US,2v2,78777872,Unblêss,Nightslayer,Alliance,Priest,Discipline,Dwarf,2389,623,270,217,55
EU,3v3,59837117,Healnah,Spineshatter,Alliance,Priest,Discipline,Dwarf,2388,214,82,50,62
US,5v5,77709092,Jbarba,Nightslayer,Horde,Priest,Discipline,Undead,2387,163,90,29,76
EU,5v5,61198391,Dedmanwalkn,Spineshatter,Horde,Priest,Discipline,Undead,2384,229,138,107,56
EU,5v5,46483603,Obenohne,Spineshatter,Horde,Shaman,Restoration,Troll,2383,231,157,92,63
EU,2v2,65610504,Juleszdot,Spineshatter,Alliance,Warlock,Destruction,Human,2382,975,350,346,50
EU,2v2,53745652,Oscarkoz,Spineshatter,Alliance,Druid,Restoration,Night Elf,2379,983,218,182,54
EU,5v5,62376145,Dedmanwar,Spineshatter,Horde,Warrior,Fury,Orc,2374,235,151,81,65
US,3v3,72821085,Cartoonz,Nightslayer,Alliance,Mage,Frost,Gnome,2374,135,50,24,68
EU,5v5,61214804,Freemaxim,Spineshatter,Horde,Mage,Arcane,Troll,2369,237,204,141,59
US,2v2,78563689,Deathhordé,Nightslayer,Alliance,Warrior,Arms,Gnome,2368,661,123,79,61
EU,5v5,56576688,Youngster,Spineshatter,Alliance,Shaman,Restoration,Draenei,2366,238,183,94,66
EU,5v5,54677758,Secretagentq,Spineshatter,Alliance,Warlock,Demonology,Human,2363,240,219,121,64
EU,5v5,57360455,Immunityx,Spineshatter,Horde,Rogue,Subtlety,Undead,2362,241,168,140,55
US,3v3,74076695,Likeaneedle,Nightslayer,Alliance,Warlock,Demonology,Human,2361,150,169,155,52
EU,3v3,62422830,Shadovkilah,Spineshatter,Horde,Rogue,Subtlety,Undead,2359,295,196,150,57
US,3v3,69707526,Furiousx,Nightslayer,Alliance,Rogue,Combat,Human,2359,153,52,20,72
EU,2v2,58772983,Liszka,Spineshatter,Alliance,Rogue,Subtlety,Human,2355,1056,81,63,56
EU,3v3,61164138,Tróllface,Spineshatter,Alliance,Warrior,Arms,Gnome,2355,319,112,78,59
EU,5v5,55596646,Nëmêsis,Spineshatter,Alliance,Warlock,Demonology,Human,2355,256,220,119,65
EU,5v5,55433587,Tourdemoney,Spineshatter,Alliance,,,,2353,259,301,161,65
US,2v2,77721395,Dustychun,Nightslayer,Horde,Warlock,Demonology,Undead,2352,687,297,247,55
EU,5v5,57406722,Azongash,Spineshatter,Horde,Shaman,Restoration,Orc,2350,262,82,56,59
US,3v3,76262138,Hence,Nightslayer,Alliance,Priest,Discipline,Dwarf,2348,171,99,71,58
EU,2v2,43114864,Goyo,Spineshatter,Alliance,Paladin,Holy,Human,2347,1085,131,112,54
EU,5v5,55768162,Ambushovna,Spineshatter,Alliance,Rogue,Subtlety,Human,2345,271,64,44,59
EU,5v5,55804580,Lemøñ,Spineshatter,Alliance,Priest,Discipline,Dwarf,2345,271,64,44,59
EU,5v5,58138100,Gotchå,Spineshatter,Horde,Rogue,Combat,Undead,2345,271,57,20,74
EU,5v5,44263160,Ramzoo,Spineshatter,Horde,Rogue,Subtlety,Undead,2344,277,81,48,63
