region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
EU,5v5,52478941,Wâllirikz,Spineshatter,Horde,Warlock,Demonology,Undead,2689,1,216,17,93
EU,5v5,59842089,Añbx,Spineshatter,Horde,,,,2688,2,196,11,95
EU,5v5,61862660,Trezan,Spineshatter,Horde,Shaman,Restoration,Orc,2650,3,323,72,82
EU,5v5,43939764,Níeze,Spineshatter,Horde,Priest,Discipline,Troll,2646,4,331,120,73
EU,5v5,44063947,Laynerzy,Spineshatter,Horde,Mage,Frost,Undead,2638,5,160,52,75
EU,5v5,52678794,Niezé,Spineshatter,Alliance,Priest,Discipline,Dwarf,2637,6,112,11,91
EU,5v5,52693842,Wallirik,Spineshatter,Alliance,Warlock,Demonology,Human,2637,6,235,21,92
EU,5v5,59420413,Blackfiréz,Spineshatter,Alliance,Mage,Frost,Gnome,2601,9,342,153,69
EU,5v5,57020726,Fijitaa,Spineshatter,Alliance,Priest,Discipline,Dwarf,2601,9,110,8,93
EU,5v5,56348785,Ðayliex,Spineshatter,Alliance,Shaman,Restoration,Draenei,2582,17,236,105,69
EU,5v5,56967404,Tastemybolt,Spineshatter,Horde,Warlock,Demonology,Orc,2580,18,462,208,69
EU,5v5,53878194,Aboveñbeyond,Spineshatter,Alliance,,,,2573,19,139,16,90
EU,5v5,65568386,Wallihork,Spineshatter,Horde,Warlock,Demonology,Orc,2565,20,348,91,79
EU,5v5,57295271,Wørldz,Spineshatter,Horde,Mage,Frost,Undead,2555,22,615,355,63
EU,5v5,53791547,Blackfirêz,Spineshatter,Alliance,Mage,Frost,Gnome,2551,23,341,114,75
EU,5v5,49425721,Dikzyzquad,Spineshatter,Alliance,Warlock,Demonology,Human,2549,24,88,17,84
EU,5v5,42675774,Nieze,Spineshatter,Horde,Priest,Discipline,Undead,2548,26,286,32,90
EU,5v5,53898080,Saireya,Spineshatter,Alliance,Shaman,Restoration,Draenei,2548,26,261,114,70
EU,5v5,59848727,Likeapríest,Spineshatter,Horde,Rogue,Subtlety,Undead,2539,30,686,403,63
EU,5v5,44002212,Vegaa,Spineshatter,Horde,Shaman,Restoration,Orc,2533,32,129,18,88
EU,5v5,42648992,Lz,Spineshatter,Alliance,Mage,Frost,Gnome,2532,33,304,40,88
EU,5v5,53928366,Makcie,Spineshatter,Alliance,Shaman,Restoration,Draenei,2531,34,379,72,84
EU,5v5,55483378,Blackfirezx,Spineshatter,Horde,Mage,Frost,Undead,2524,43,678,304,69
EU,5v5,65531492,Walliw,Spineshatter,Alliance,Warlock,Demonology,Human,2522,45,225,64,78
EU,5v5,59348121,Keïjuñã,Spineshatter,Alliance,Shaman,Restoration,Draenei,2518,46,76,20,79
EU,5v5,52763839,Albraïk,Spineshatter,Horde,Mage,Frost,Undead,2516,48,643,177,78
EU,5v5,59384288,Krawnxz,Spineshatter,Alliance,Priest,Discipline,Dwarf,2514,49,438,261,63
EU,5v5,55931146,Ädri,Spineshatter,Alliance,Rogue,Subtlety,Human,2511,51,294,134,69
EU,5v5,45000428,Cleareyes,Spineshatter,Alliance,Warrior,Arms,Human,2510,52,98,42,70
EU,5v5,54530316,Islamchamp,Spineshatter,Horde,Rogue,Subtlety,Undead,2510,52,230,114,67
EU,5v5,56306967,Shälavax,Spineshatter,Horde,Priest,Discipline,Undead,2509,55,281,96,75
EU,5v5,54198331,Söumi,Spineshatter,Horde,Druid,Restoration,Tauren,2508,57,167,67,71
EU,5v5,59350716,Keijunã,Spineshatter,Alliance,Priest,Discipline,Dwarf,2508,57,75,11,87
EU,5v5,56967079,Krawnz,Spineshatter,Alliance,Priest,Discipline,Dwarf,2507,59,115,51,69
EU,5v5,53525690,Nimageci,Spineshatter,Horde,,,,2506,60,228,79,74
EU,5v5,55466175,Torstenmagea,Spineshatter,Alliance,Mage,Frost,Human,2503,63,148,66,69
EU,5v5,57531506,Baldbraik,Spineshatter,Alliance,Mage,Frost,Gnome,2502,64,176,48,79
EU,5v5,54360699,Vegaå,Spineshatter,Horde,Shaman,Restoration,Orc,2502,64,158,120,57
EU,5v5,57682741,Nëmësïs,Spineshatter,Alliance,Shaman,Restoration,Draenei,2501,67,83,13,86
EU,5v5,43647283,Imx,Spineshatter,Horde,Rogue,Subtlety,Undead,2499,71,609,331,65
EU,5v5,65429709,Absaugereisn,Spineshatter,Horde,Shaman,Restoration,Orc,2497,73,220,133,62
EU,5v5,54195627,Søumi,Spineshatter,Horde,Priest,Discipline,Undead,2497,73,368,214,63
EU,5v5,56079314,Nëmésïs,Spineshatter,Alliance,Priest,Discipline,Dwarf,2497,73,86,25,77
EU,5v5,54611279,Bláckbetty,Spineshatter,Alliance,Shaman,Restoration,Draenei,2496,79,442,276,62
EU,5v5,51157990,Scrynah,Spineshatter,Horde,Warlock,Demonology,Orc,2496,79,151,91,62
EU,5v5,65979413,Twotimesone,Spineshatter,Alliance,Warrior,Arms,Dwarf,2495,81,113,64,64
EU,5v5,45433950,Psychogodx,Spineshatter,Horde,Warrior,Fury,Orc,2495,81,140,72,66
EU,5v5,49489565,Gankalolz,Spineshatter,Alliance,Warlock,Demonology,Human,2495,81,100,27,79
EU,5v5,65743976,Keijuñã,Spineshatter,Horde,Shaman,Restoration,Orc,2493,90,118,50,70
EU,5v5,55440603,Qòxéq,Spineshatter,Horde,Priest,Discipline,Undead,2493,90,525,281,65
