region,bracket,guid,name,server,faction,class,spec,race,rating,ranking,wins,losses,winrate
EU,3v3,53878194,Aboveñbeyond,Spineshatter,Alliance,,,,2685,4,128,19,87
EU,3v3,42648992,Lz,Spineshatter,Alliance,Mage,Frost,Gnome,2674,6,101,12,89
EU,3v3,42559328,Jixxo,Spineshatter,Alliance,Mage,Frost,Human,2660,8,249,114,69
EU,3v3,47442526,Yaphéts,Spineshatter,Alliance,Priest,Discipline,Dwarf,2646,12,325,196,62
EU,3v3,53910715,Scryception,Spineshatter,Alliance,Warlock,Demonology,Human,2646,12,449,365,55
EU,3v3,51157990,Scrynah,Spineshatter,Horde,Warlock,Demonology,Orc,2632,18,124,52,70
EU,3v3,44204114,Scryna,Spineshatter,Horde,Warlock,Demonology,Undead,2624,24,385,289,57
EU,3v3,49425721,Dikzyzquad,Spineshatter,Alliance,Warlock,Demonology,Human,2623,25,112,46,71
EU,3v3,45174585,Sandalimx,Spineshatter,Horde,Priest,Discipline,Troll,2617,26,203,134,60
EU,3v3,63894660,Bæsjehore,Spineshatter,Alliance,Rogue,Subtlety,Human,2615,28,125,91,58
EU,3v3,53525690,Nimageci,Spineshatter,Horde,,,,2610,35,436,350,55
EU,3v3,61706974,Thirtyoneyo,Spineshatter,Alliance,Priest,Discipline,Dwarf,2609,37,148,92,62
EU,3v3,43196882,Æçsrb,Spineshatter,Horde,Warlock,Demonology,Undead,2609,37,176,137,56
EU,3v3,47466572,Valantain,Spineshatter,Horde,Rogue,Subtlety,Undead,2607,42,144,90,62
EU,3v3,42909845,Promiscuousw,Spineshatter,Horde,Warlock,Demonology,Orc,2607,42,192,142,57
EU,3v3,54841160,Spòttman,Spineshatter,Horde,,,,2606,49,206,125,62
EU,3v3,57348579,Petràxs,Spineshatter,Horde,,,,2606,49,95,38,71
EU,3v3,56967079,Krawnz,Spineshatter,Alliance,Priest,Discipline,Dwarf,2605,55,164,89,65
EU,3v3,53791547,Blackfirêz,Spineshatter,Alliance,Mage,Frost,Gnome,2600,64,596,333,64
EU,3v3,57682650,Neepzdruid,Spineshatter,Horde,Druid,Restoration,Tauren,2563,79,410,249,62
EU,3v3,56306967,Shälavax,Spineshatter,Horde,Priest,Discipline,Undead,2553,86,990,760,57
EU,3v3,42609485,Tonyteabagz,Spineshatter,Horde,Mage,Frost,Undead,2553,86,882,680,56
EU,3v3,52763839,Albraïk,Spineshatter,Horde,Mage,Frost,Undead,2498,112,557,261,68
EU,3v3,56967404,Tastemybolt,Spineshatter,Horde,Warlock,Demonology,Orc,2491,114,256,150,63
EU,3v3,57531506,Baldbraik,Spineshatter,Alliance,Mage,Frost,Gnome,2485,117,347,206,63
EU,3v3,54198331,Söumi,Spineshatter,Horde,Druid,Restoration,Tauren,2475,124,318,227,58
EU,3v3,65759433,Imxn,Spineshatter,Alliance,Rogue,Subtlety,Human,2450,139,170,133,56
EU,3v3,65545406,Ronchonx,Spineshatter,Horde,Priest,Discipline,Undead,2439,145,181,127,59
EU,3v3,45510200,Eozi,Spineshatter,Alliance,Priest,Discipline,Dwarf,2424,160,242,164,60
EU,3v3,55440603,Qòxéq,Spineshatter,Horde,Priest,Discipline,Undead,2421,163,613,396,61
EU,3v3,59456672,Yàharam,Spineshatter,Horde,Priest,Discipline,Troll,2420,164,63,18,78
EU,3v3,44002212,Vegaa,Spineshatter,Horde,Shaman,Restoration,Orc,2419,165,89,46,66
EU,3v3,54611279,Bláckbetty,Spineshatter,Alliance,Shaman,Restoration,Draenei,2414,172,154,105,59
EU,3v3,51954121,Merlinset,Spineshatter,Horde,Rogue,Subtlety,Orc,2404,186,167,142,54
EU,3v3,54360699,Vegaå,Spineshatter,Horde,Shaman,Restoration,Orc,2394,206,283,250,53
EU,3v3,59837117,Healnah,Spineshatter,Alliance,Priest,Discipline,Dwarf,2388,214,82,50,62
EU,3v3,42675774,Nieze,Spineshatter,Horde,Priest,Discipline,Undead,2384,223,160,118,58
EU,3v3,44063947,Laynerzy,Spineshatter,Horde,Mage,Frost,Undead,2373,248,233,166,58
EU,3v3,54195627,Søumi,Spineshatter,Horde,Priest,Discipline,Undead,2367,271,444,303,59
EU,3v3,59420413,Blackfiréz,Spineshatter,Alliance,Mage,Frost,Gnome,2365,277,82,54,60
EU,3v3,55931146,Ädri,Spineshatter,Alliance,Rogue,Subtlety,Human,2365,277,386,265,59
EU,3v3,59842089,Añbx,Spineshatter,Horde,,,,2364,285,420,237,64
EU,3v3,57211476,Boucletotale,Spineshatter,Horde,Mage,Frost,Undead,2359,295,278,194,59
EU,3v3,62422830,Shadovkilah,Spineshatter,Horde,Rogue,Subtlety,Undead,2359,295,196,150,57
EU,3v3,61148896,Lallemagne,Spineshatter,Horde,Rogue,Subtlety,Undead,2356,308,350,204,63
EU,3v3,53817157,Fourbyfour,Spineshatter,Horde,Shaman,Restoration,Orc,2356,308,94,69,58
EU,3v3,61164138,Tróllface,Spineshatter,Alliance,Warrior,Arms,Gnome,2355,319,112,78,59
EU,3v3,53786873,Bestgr,Spineshatter,Alliance,Rogue,Subtlety,Human,2348,368,234,208,53
EU,3v3,55483378,Blackfirezx,Spineshatter,Horde,Mage,Frost,Undead,2345,386,1000,604,62
EU,3v3,59632769,Vøldémórt,Spineshatter,Horde,,,,2339,421,132,93,59
EU,3v3,49489565,Gankalolz,Spineshatter,Alliance,Warlock,Demonology,Human,2338,423,132,87,60
EU,3v3,59384288,Krawnxz,Spineshatter,Alliance,Priest,Discipline,Dwarf,2338,423,302,230,57
EU,3v3,62376145,Dedmanwar,Spineshatter,Horde,Warrior,Fury,Orc,2334,433,158,120,57
EU,3v3,59098692,Krawnzx,Spineshatter,Horde,Priest,Discipline,Undead,2333,441,203,132,61
EU,3v3,55385048,Darkjacob,Spineshatter,Horde,Priest,Discipline,Undead,2332,442,323,266,55
EU,3v3,44753708,Poproguex,Spineshatter,Horde,Rogue,Subtlety,Undead,2328,451,157,129,55
EU,3v3,61198391,Dedmanwalkn,Spineshatter,Horde,Priest,Discipline,Undead,2325,455,218,170,56
EU,3v3,61671751,Thefîsherman,Spineshatter,Horde,Priest,Discipline,Undead,2320,468,192,161,54
